Name,psnr,ssim_loss
BraTS20_Training_002_flair_49.png,24.613540649414062,0.8403465151786804
BraTS20_Training_002_flair_50.png,24.848804473876953,0.8406946063041687
BraTS20_Training_002_flair_51.png,24.548233032226562,0.8332425951957703
BraTS20_Training_002_flair_52.png,24.58612823486328,0.8305940628051758
BraTS20_Training_002_flair_53.png,24.788570404052734,0.8299291729927063
BraTS20_Training_002_flair_54.png,24.98914337158203,0.829603374004364
BraTS20_Training_002_flair_55.png,24.87872314453125,0.8258660435676575
BraTS20_Training_002_flair_56.png,24.66449546813965,0.821814239025116
BraTS20_Training_002_flair_57.png,24.21634292602539,0.8174727559089661
BraTS20_Training_002_flair_58.png,24.472867965698242,0.8216819763183594
BraTS20_Training_002_flair_59.png,24.89388656616211,0.8265891671180725
BraTS20_Training_002_flair_60.png,25.246416091918945,0.8277382850646973
BraTS20_Training_002_flair_61.png,24.504291534423828,0.8121883869171143
BraTS20_Training_002_flair_62.png,24.055879592895508,0.8039647936820984
BraTS20_Training_002_flair_63.png,23.865821838378906,0.8002278804779053
BraTS20_Training_002_flair_64.png,23.45015525817871,0.793662965297699
BraTS20_Training_002_flair_65.png,23.15572166442871,0.7878949642181396
BraTS20_Training_002_flair_66.png,22.781129837036133,0.7838659882545471
BraTS20_Training_002_flair_67.png,22.43878746032715,0.779029369354248
BraTS20_Training_002_flair_68.png,22.343461990356445,0.776319682598114
BraTS20_Training_002_flair_69.png,22.2972469329834,0.7736929059028625
BraTS20_Training_002_flair_70.png,22.33403968811035,0.7737218737602234
BraTS20_Training_002_flair_71.png,22.395992279052734,0.7766819596290588
BraTS20_Training_002_flair_72.png,22.527585983276367,0.7789139747619629
BraTS20_Training_002_flair_73.png,22.471763610839844,0.7769930958747864
BraTS20_Training_002_flair_74.png,22.372386932373047,0.7723627090454102
BraTS20_Training_002_flair_75.png,22.34812355041504,0.7745340466499329
BraTS20_Training_002_flair_76.png,22.324121475219727,0.7727401852607727
BraTS20_Training_002_flair_77.png,22.05000877380371,0.7675671577453613
BraTS20_Training_002_flair_78.png,22.072166442871094,0.7681611180305481
BraTS20_Training_002_flair_79.png,21.700674057006836,0.7636809349060059
BraTS20_Training_002_flair_80.png,21.053504943847656,0.751842200756073
BraTS20_Training_002_flair_81.png,21.062580108642578,0.7535290122032166
BraTS20_Training_002_flair_82.png,21.580297470092773,0.7637143135070801
BraTS20_Training_002_flair_83.png,21.43141746520996,0.7613427042961121
BraTS20_Training_002_flair_84.png,21.48160743713379,0.7627947926521301
BraTS20_Training_002_flair_85.png,21.965904235839844,0.7720957398414612
BraTS20_Training_002_flair_86.png,22.696205139160156,0.7865845561027527
BraTS20_Training_002_flair_87.png,22.71004295349121,0.785729169845581
BraTS20_Training_002_flair_88.png,22.125329971313477,0.7787518501281738
BraTS20_Training_002_flair_89.png,22.364049911499023,0.784241259098053
BraTS20_Training_002_flair_90.png,21.722957611083984,0.7769240736961365
BraTS20_Training_002_flair_91.png,20.969432830810547,0.7746050953865051
BraTS20_Training_002_flair_92.png,21.028236389160156,0.7808188796043396
BraTS20_Training_002_flair_93.png,20.962522506713867,0.7809019684791565
BraTS20_Training_002_flair_94.png,20.24077033996582,0.7714142799377441
BraTS20_Training_002_flair_95.png,20.927936553955078,0.7803727984428406
BraTS20_Training_002_flair_96.png,20.117938995361328,0.773833692073822
BraTS20_Training_002_flair_97.png,20.51886749267578,0.7806107401847839
BraTS20_Training_002_flair_98.png,20.130186080932617,0.7739145159721375
BraTS20_Training_002_flair_99.png,20.572175979614258,0.7799294590950012
