Name,psnr,ssim_loss
BraTS20_Training_002_flair_100.png,20.457874298095703,0.7800373435020447
BraTS20_Training_002_flair_101.png,20.42945671081543,0.7808173298835754
BraTS20_Training_002_flair_102.png,20.34707260131836,0.7816221117973328
BraTS20_Training_002_flair_103.png,20.671833038330078,0.7861585021018982
BraTS20_Training_002_flair_104.png,20.040544509887695,0.7807169556617737
BraTS20_Training_002_flair_105.png,20.042400360107422,0.784069299697876
BraTS20_Training_002_flair_106.png,20.463125228881836,0.7923347353935242
BraTS20_Training_002_flair_107.png,20.634626388549805,0.7969894409179688
BraTS20_Training_002_flair_108.png,20.13892936706543,0.7979010939598083
BraTS20_Training_002_flair_109.png,20.108213424682617,0.8010980486869812
BraTS20_Training_002_flair_110.png,20.299549102783203,0.8066955208778381
BraTS20_Training_002_flair_111.png,20.626914978027344,0.8137975335121155
BraTS20_Training_002_flair_112.png,20.86028289794922,0.8216452598571777
BraTS20_Training_002_flair_113.png,21.176504135131836,0.8275107741355896
BraTS20_Training_002_flair_114.png,20.902162551879883,0.8290655016899109
BraTS20_Training_002_flair_115.png,20.73845672607422,0.8340632319450378
BraTS20_Training_002_flair_116.png,21.29149627685547,0.8443270325660706
BraTS20_Training_002_flair_117.png,20.8713321685791,0.8457450866699219
BraTS20_Training_002_flair_118.png,21.493309020996094,0.8556408882141113
BraTS20_Training_002_flair_119.png,21.70346450805664,0.8624603748321533
BraTS20_Training_002_flair_120.png,21.476133346557617,0.8673222661018372
BraTS20_Training_002_flair_121.png,21.14798927307129,0.8708372712135315
BraTS20_Training_002_flair_122.png,21.144502639770508,0.8777565956115723
BraTS20_Training_002_flair_33.png,24.060855865478516,0.8797824382781982
BraTS20_Training_002_flair_34.png,23.0758113861084,0.8700370788574219
BraTS20_Training_002_flair_35.png,23.307348251342773,0.8675571084022522
BraTS20_Training_002_flair_36.png,23.755809783935547,0.8711936473846436
BraTS20_Training_002_flair_37.png,24.26192283630371,0.8733832240104675
BraTS20_Training_002_flair_38.png,25.288619995117188,0.8823195099830627
BraTS20_Training_002_flair_39.png,24.238840103149414,0.8728175759315491
BraTS20_Training_002_flair_40.png,23.96343421936035,0.8668458461761475
BraTS20_Training_002_flair_41.png,25.176654815673828,0.8744651675224304
BraTS20_Training_002_flair_42.png,24.661508560180664,0.865827739238739
BraTS20_Training_002_flair_43.png,25.526355743408203,0.8691310882568359
BraTS20_Training_002_flair_44.png,25.68766975402832,0.8662996888160706
BraTS20_Training_002_flair_45.png,25.609424591064453,0.8595126271247864
BraTS20_Training_002_flair_46.png,25.457714080810547,0.8550482392311096
BraTS20_Training_002_flair_47.png,25.428638458251953,0.8548901677131653
BraTS20_Training_002_flair_48.png,24.365779876708984,0.8392417430877686
