epoch,loss,lr,psnr,ssim_loss
49,0.0007346421480178833,0.002,31.34046745300293,0.9490900635719299
50,0.0007305886829271913,0.002,31.35822296142578,0.9496728777885437
51,0.0007270381902344525,0.002,31.36684226989746,0.949925422668457
52,0.0007233981741592288,0.002,31.402685165405273,0.9507074952125549
53,0.0007202317356131971,0.002,31.43039894104004,0.9509844779968262
54,0.0007172146579250693,0.002,31.4309024810791,0.9510293006896973
55,0.0007145222625695169,0.002,31.449235916137695,0.9510281682014465
56,0.0007120385998860002,0.002,31.49223518371582,0.951389491558075
57,0.0007095979526638985,0.002,31.481048583984375,0.951366126537323
58,0.0007073970045894384,0.002,31.493513107299805,0.9516503214836121
59,0.0007054790621623397,0.002,31.501113891601562,0.9514188766479492
60,0.0007034611189737916,0.002,31.528188705444336,0.9518176913261414
61,0.000701368844602257,0.002,31.57929801940918,0.9521617293357849
62,0.0006994905415922403,0.002,31.543350219726562,0.952003538608551
63,0.0006985476356931031,0.002,31.57367515563965,0.951653778553009
64,0.000698487798217684,0.002,31.561838150024414,0.9510571360588074
65,0.0006952314870432019,0.002,31.580551147460938,0.9525256156921387
66,0.0006968142115511,0.002,31.56727409362793,0.9514550566673279
67,0.0006930514355190098,0.002,31.609773635864258,0.9519283175468445
68,0.000692435191012919,0.002,31.62737274169922,0.9528157711029053
69,0.0006924126646481454,0.002,31.615188598632812,0.9518105983734131
70,0.0007009760593064129,0.002,31.540109634399414,0.9494631886482239
71,0.0006929095252417028,0.002,31.582368850708008,0.9520256519317627
72,0.0006878387648612261,0.002,31.63808250427246,0.9530747532844543
73,0.0006893586250953376,0.002,31.618179321289062,0.9455926418304443
74,0.0006853880477137864,0.002,31.707992553710938,0.9491415619850159
75,0.0006844425806775689,0.002,31.673654556274414,0.949592113494873
76,0.0006819777772761881,0.002,31.652420043945312,0.9515397548675537
77,0.0006808252073824406,0.002,31.660964965820312,0.9521819949150085
78,0.0006797565729357302,0.002,31.667551040649414,0.9523082375526428
79,0.0006777741946280003,0.002,31.713104248046875,0.9529273509979248
80,0.0006758291856385767,0.002,31.712587356567383,0.9534813761711121
81,0.0006746359285898507,0.002,31.721649169921875,0.9534775614738464
82,0.0006724130944348872,0.002,31.71116065979004,0.95334792137146
83,0.0006709146546199918,0.002,31.751266479492188,0.9540244936943054
84,0.000668646243866533,0.002,31.762893676757812,0.9539797306060791
85,0.0006668465211987495,0.002,31.760740280151367,0.9539791941642761
86,0.0006649751449003816,0.002,31.834091186523438,0.9543115496635437
87,0.0006631535943597555,0.002,31.806396484375,0.9543569087982178
88,0.0006636016769334674,0.002,31.774497985839844,0.9540804028511047
89,0.0007276259129866958,0.002,31.380813598632812,0.9504566192626953
90,0.0006946522044017911,0.002,31.617143630981445,0.9505434632301331
91,0.0006851127836853266,0.002,31.64048194885254,0.9520836472511292
92,0.0006802445277571678,0.002,31.727821350097656,0.9538564682006836
93,0.0006711286841891706,0.002,31.720064163208008,0.9528825879096985
94,0.000666781619656831,0.002,31.754831314086914,0.9532734751701355
95,0.0006634434685111046,0.002,31.81170082092285,0.9543054699897766
96,0.0006613092264160514,0.002,31.814172744750977,0.9544572234153748
97,0.0006607266841456294,0.002,31.840513229370117,0.9547434449195862
98,0.0006581612979061902,0.002,31.846702575683594,0.9540625214576721
99,0.0006525174831040204,0.002,31.846031188964844,0.9543929696083069
100,0.0006502456380985677,0.002,31.876916885375977,0.9549887776374817
101,0.0006485485355369747,0.002,31.905542373657227,0.9546939730644226
102,0.0006471926462836564,0.002,31.918596267700195,0.9550852179527283
103,0.0006456164992414415,0.002,31.902700424194336,0.9550701975822449
104,0.0006447843625210226,0.002,31.974523544311523,0.9555582404136658
105,0.0006438121199607849,0.002,31.9393253326416,0.9554646611213684
106,0.0006424869643524289,0.002,31.938629150390625,0.955561101436615
107,0.0006411889335140586,0.002,31.93885612487793,0.955578625202179
108,0.0006400658166967332,0.002,31.929428100585938,0.9555577635765076
109,0.0006390975904650986,0.002,31.990676879882812,0.9557314515113831
110,0.000638142169918865,0.002,31.936912536621094,0.9554911255836487
111,0.0006370337214320898,0.002,31.959562301635742,0.9556497931480408
112,0.0006360895931720734,0.002,31.957975387573242,0.9555623531341553
113,0.0006354606011882424,0.002,31.978979110717773,0.9558445811271667
114,0.0006343462155200541,0.002,31.960439682006836,0.9555709958076477
115,0.0006333169294521213,0.002,31.968963623046875,0.9559131264686584
116,0.0006323191919364035,0.002,31.999130249023438,0.955761194229126
117,0.0006316129583865404,0.002,32.02170181274414,0.9560143351554871
118,0.0006310256430879235,0.002,31.983413696289062,0.9558730125427246
119,0.0006302106776274741,0.002,32.041168212890625,0.9559800028800964
120,0.0006294919294305146,0.002,32.010047912597656,0.9558923840522766
121,0.0006287417490966618,0.002,32.036399841308594,0.9560026526451111
122,0.000630517490208149,0.002,32.018856048583984,0.9560873508453369
123,0.000630087626632303,0.002,31.999143600463867,0.9559335708618164
124,0.0006272423779591918,0.002,32.0716667175293,0.9560287594795227
125,0.0006295162602327764,0.002,32.00979232788086,0.9561219215393066
126,0.0006246613338589668,0.002,32.04412078857422,0.9562260508537292
127,0.0006242895033210516,0.002,32.04278564453125,0.9562132358551025
128,0.0006225338438525796,0.002,32.06804275512695,0.9562281966209412
129,0.0006213131709955633,0.002,32.06540298461914,0.9562126994132996
130,0.0006220921641215682,0.002,32.08372116088867,0.956465482711792
131,0.0006198742194101214,0.002,32.07787322998047,0.9563002586364746
132,0.0006231176084838808,0.002,32.07536315917969,0.9566023945808411
133,0.0006216909387148917,0.002,32.096961975097656,0.9565491676330566
134,0.0006174055160954595,0.002,32.07600784301758,0.9563313126564026
135,0.0006222439114935696,0.002,32.11317825317383,0.9566199779510498
136,0.000615774595644325,0.002,32.09664535522461,0.9564792513847351
137,0.000623223022557795,0.002,32.04865646362305,0.9563820362091064
138,0.0006150809349492192,0.002,32.13716125488281,0.9567682147026062
139,0.0006142811034806073,0.002,32.130313873291016,0.9564760327339172
140,0.0006111260154284537,0.002,32.12643814086914,0.9564786553382874
141,0.0006073826807551086,0.002,32.19661331176758,0.9570109248161316
142,0.0006061982130631804,0.002,32.16268539428711,0.9568822383880615
143,0.0006041379529051483,0.002,32.2185173034668,0.9568148255348206
144,0.0006048170034773648,0.002,32.19490051269531,0.9569485783576965
145,0.0006021730368956923,0.002,32.2651252746582,0.9570757746696472
146,0.000609571929089725,0.002,32.16281509399414,0.9562090039253235
147,0.0006032817764207721,0.002,32.22288131713867,0.9569774270057678
148,0.0006006130715832114,0.002,32.206031799316406,0.9564142227172852
149,0.0005990192294120789,0.002,32.225406646728516,0.9569438099861145
150,0.000599153630901128,0.002,32.239471435546875,0.9565946459770203
151,0.0005971009377390146,0.002,32.26151657104492,0.9571578502655029
152,0.0005943867145106196,0.002,32.29719161987305,0.9571916460990906
153,0.0005914986249990761,0.002,32.303836822509766,0.957305908203125
154,0.0005879553500562906,0.002,32.33443069458008,0.9576811194419861
155,0.0005859884549863636,0.002,32.301300048828125,0.9571358561515808
156,0.0005833691684529185,0.002,32.347652435302734,0.9573480486869812
157,0.0005824744584970176,0.002,32.350547790527344,0.9576829075813293
158,0.000580925727263093,0.002,32.3813591003418,0.9578425288200378
159,0.0005778673221357167,0.002,32.385929107666016,0.9577276110649109
160,0.0005807195557281375,0.002,32.35714340209961,0.9575104713439941
161,0.0005778705235570669,0.002,32.37577819824219,0.9577345252037048
162,0.0005726187373511493,0.002,32.43658447265625,0.9577329754829407
163,0.000579721643589437,0.002,32.37220764160156,0.9578579068183899
164,0.0005711777484975755,0.002,32.42938232421875,0.9579896330833435
165,0.0005667331861332059,0.002,32.47880554199219,0.958278477191925
166,0.0005684475763700902,0.002,32.45636749267578,0.9581200480461121
167,0.0005645424826070666,0.002,32.5222282409668,0.9586138129234314
168,0.0005620468873530626,0.002,32.494510650634766,0.9585811495780945
169,0.0005576969706453383,0.002,32.54453659057617,0.9588384628295898
170,0.0005547486362047493,0.002,32.57659149169922,0.9589896202087402
171,0.0005499545368365943,0.002,32.6455192565918,0.9593124985694885
172,0.0005490874173119664,0.002,32.59074783325195,0.9588583111763
173,0.0005513845244422555,0.002,32.59454345703125,0.9593114852905273
174,0.0005445340648293495,0.002,32.645118713378906,0.9592806696891785
175,0.0005379143403843045,0.002,32.6810417175293,0.959639847278595
176,0.0005387651617638767,0.002,32.698604583740234,0.9596614837646484
177,0.0005322208162397146,0.002,32.72944259643555,0.9595997929573059
178,0.0005408330471254885,0.002,32.6903190612793,0.9595854878425598
179,0.0005321718635968864,0.002,32.763160705566406,0.9597780704498291
180,0.0005284535582177341,0.002,32.76638412475586,0.9594177603721619
181,0.0005291327834129333,0.002,32.76788330078125,0.9594665169715881
182,0.0005322837387211621,0.002,32.73661804199219,0.9594623446464539
183,0.0005283812060952187,0.002,32.760467529296875,0.9599869847297668
184,0.0005190070951357484,0.002,32.83953094482422,0.9602025151252747
185,0.0005142732406966388,0.002,32.879573822021484,0.9608699679374695
186,0.0005084208678454161,0.002,32.923133850097656,0.9609543681144714
187,0.0005044350982643664,0.002,32.98219299316406,0.9613304138183594
188,0.0005009032902307808,0.002,33.006439208984375,0.9615656733512878
189,0.0005002214456908405,0.002,33.02302169799805,0.9614178538322449
190,0.000498423061799258,0.002,33.011959075927734,0.9617834687232971
191,0.0004941772785969079,0.002,33.054542541503906,0.9616336822509766
192,0.0004954555770382285,0.002,33.0926628112793,0.9621248245239258
193,0.00048721404164098203,0.002,33.15977096557617,0.9624955058097839
194,0.0004839893081225455,0.002,33.160404205322266,0.9624526500701904
195,0.0004784933407790959,0.002,33.19355773925781,0.9626416563987732
196,0.0004774922854267061,0.002,33.20113754272461,0.9628100395202637
197,0.0004708830965682864,0.002,33.26118087768555,0.9629420638084412
198,0.00046783851576037705,0.002,33.30153274536133,0.9634394645690918
199,0.0004629014292731881,0.002,33.3581428527832,0.9636409282684326
200,0.000459617527667433,0.002,33.4097900390625,0.964033305644989
201,0.0004555324849206954,0.002,33.400238037109375,0.9639264941215515
202,0.0004593283811118454,0.002,33.36248779296875,0.963775634765625
203,0.00045841099927201867,0.002,33.43687057495117,0.963721513748169
204,0.0004603335401043296,0.002,33.364593505859375,0.963594377040863
205,0.0004545407136902213,0.002,33.42702865600586,0.964242160320282
206,0.0004504290409386158,0.002,33.44617462158203,0.9640750885009766
207,0.0004500883223954588,0.002,33.527278900146484,0.964414119720459
208,0.00044638861436396837,0.002,33.5534553527832,0.9648091793060303
209,0.00044143199920654297,0.002,33.57423400878906,0.9648359417915344
210,0.00043644345714710653,0.002,33.609195709228516,0.9651718139648438
211,0.0004317629791330546,0.002,33.641937255859375,0.9652549624443054
212,0.00042717347969301045,0.002,33.73418045043945,0.9659316539764404
213,0.00042359327198937535,0.002,33.73278045654297,0.965846836566925
214,0.00041896410402841866,0.002,33.79289245605469,0.9662565588951111
215,0.0004136759089305997,0.002,33.84834289550781,0.9665672183036804
216,0.0004100191581528634,0.002,33.8744010925293,0.9665969014167786
217,0.00040462802280671895,0.002,33.944583892822266,0.967045783996582
218,0.0004015123995486647,0.002,33.95384216308594,0.9670472145080566
219,0.00039840821409597993,0.002,34.0105094909668,0.9674148559570312
220,0.0004000397166237235,0.002,33.969791412353516,0.9671375751495361
221,0.0003943933406844735,0.002,34.06009292602539,0.9675441384315491
222,0.00038929685251787305,0.002,34.0820426940918,0.967681348323822
223,0.00038664971361868083,0.002,34.10865783691406,0.9678457379341125
224,0.00038345521898008883,0.002,34.165645599365234,0.9681887626647949
225,0.00037743308348581195,0.002,34.22314453125,0.9684774279594421
226,0.00037721250555478036,0.002,34.23516845703125,0.9684610366821289
227,0.0003745364665519446,0.002,34.25693130493164,0.9685511589050293
228,0.0003775594523176551,0.002,34.23161315917969,0.9684341549873352
229,0.00037937238812446594,0.002,34.2102165222168,0.9687709212303162
230,0.0003786793095059693,0.002,34.210365295410156,0.9687010645866394
231,0.00036842297413386405,0.002,34.334068298339844,0.9690083861351013
232,0.00036249260301701725,0.002,34.39194869995117,0.9694631695747375
233,0.00035876125912182033,0.002,34.49745559692383,0.9697301387786865
234,0.0003543758066371083,0.002,34.512542724609375,0.9699346423149109
235,0.00035234892857261,0.002,34.514217376708984,0.9699311852455139
236,0.0003583042707759887,0.002,34.4548225402832,0.9695582985877991
237,0.00034992798464372754,0.002,34.56966018676758,0.9702818989753723
238,0.0003502871550153941,0.002,34.570884704589844,0.970324695110321
239,0.00034356876858510077,0.002,34.62643814086914,0.9704340100288391
240,0.00034291556221432984,0.002,34.650882720947266,0.9704995155334473
241,0.00033445292501710355,0.002,34.755130767822266,0.9708967208862305
242,0.0003334011125843972,0.002,34.81779861450195,0.9712783694267273
243,0.000329557282384485,0.002,34.807437896728516,0.9712066650390625
244,0.0003438209823798388,0.002,34.64268112182617,0.9710032343864441
245,0.00032716302666813135,0.002,34.84994888305664,0.9715287089347839
246,0.00032972253393381834,0.002,34.82243728637695,0.9716417193412781
247,0.0003255146148148924,0.002,34.878231048583984,0.9713630676269531
248,0.00032392595312558115,0.002,34.90289306640625,0.9715635776519775
249,0.00032815863960422575,0.002,34.82495880126953,0.9713199734687805
250,0.0003237106720916927,0.002,34.91396713256836,0.9716887474060059
251,0.00032087965519167483,0.002,34.965518951416016,0.9717863202095032
252,0.0003160865162499249,0.002,34.98782730102539,0.9719581604003906
253,0.00031196328927762806,0.002,35.06340789794922,0.9721536040306091
254,0.0003087197837885469,0.002,35.0997200012207,0.9722906947135925
255,0.00030269139097072184,0.002,35.19652557373047,0.9727621674537659
256,0.0002964469895232469,0.002,35.271728515625,0.9731351733207703
257,0.0002913844655267894,0.002,35.35749435424805,0.9734218716621399
258,0.00028743594884872437,0.002,35.41567611694336,0.9736473560333252
259,0.000283876433968544,0.002,35.468441009521484,0.9739659428596497
260,0.00028140973881818354,0.002,35.51419448852539,0.9740409255027771
261,0.000278423132840544,0.002,35.55514907836914,0.9741933345794678
262,0.00027616319130174816,0.002,35.5754280090332,0.9743965268135071
263,0.00027472188230603933,0.002,35.61687469482422,0.9745147824287415
264,0.0002781129442155361,0.002,35.54856491088867,0.9745005965232849
265,0.00027738057542592287,0.002,35.57358169555664,0.9745389819145203
266,0.0002675625728443265,0.002,35.73707580566406,0.975119411945343
267,0.000271364493528381,0.002,35.68578338623047,0.9751936793327332
268,0.0002642545150592923,0.002,35.770694732666016,0.9753537178039551
269,0.00027249078266322613,0.002,35.65408706665039,0.9752289652824402
270,0.0002675163559615612,0.002,35.74225997924805,0.9750876426696777
271,0.00026682252064347267,0.002,35.765865325927734,0.9751255512237549
272,0.00026365366647951305,0.002,35.7741813659668,0.9753432273864746
273,0.0002583212626632303,0.002,35.89145278930664,0.9755241274833679
274,0.00025434119743295014,0.002,35.94792556762695,0.9758591055870056
275,0.0002505140146240592,0.002,36.00273513793945,0.9760971069335938
276,0.00025346275651827455,0.002,35.97966384887695,0.9758777618408203
277,0.0002492582716513425,0.002,36.03749465942383,0.9761354923248291
278,0.000249990145675838,0.002,36.00899887084961,0.9760820865631104
279,0.00025354736135341227,0.002,35.943817138671875,0.9758281111717224
280,0.0002522313443478197,0.002,35.988399505615234,0.9759231209754944
281,0.00024691931321285665,0.002,36.08698654174805,0.9764306545257568
282,0.0002417670184513554,0.002,36.1950798034668,0.976662814617157
283,0.00023950441391207278,0.002,36.210227966308594,0.9767782092094421
284,0.00023630110081285238,0.002,36.26655197143555,0.9770671725273132
285,0.00023105446598492563,0.002,36.352783203125,0.9773664474487305
286,0.00022719823755323887,0.002,36.42551040649414,0.9776014685630798
287,0.00023177046386990696,0.002,36.366058349609375,0.9775252938270569
288,0.000227346972678788,0.002,36.43674850463867,0.9777966141700745
289,0.00022462087508756667,0.002,36.48136520385742,0.9780314564704895
290,0.00022082016221247613,0.002,36.569515228271484,0.9782389998435974
291,0.0002178422437282279,0.002,36.610721588134766,0.9783176779747009
292,0.00021845083392690867,0.002,36.60689163208008,0.9784672856330872
293,0.00021353212650865316,0.002,36.71152877807617,0.978644847869873
294,0.00021546587231568992,0.002,36.660491943359375,0.9784868359565735
295,0.00021730773732997477,0.002,36.621646881103516,0.9783821105957031
296,0.0002154154353775084,0.002,36.69727325439453,0.9786320328712463
297,0.0002146597544196993,0.002,36.71297836303711,0.9785787463188171
298,0.00022304935555439442,0.002,36.54670333862305,0.9781398773193359
299,0.00021646416280418634,0.002,36.64531326293945,0.9786581993103027
300,0.00021296681370586157,0.002,36.71804428100586,0.9786822199821472
301,0.00021006594761274755,0.002,36.791908264160156,0.9789994359016418
302,0.00020612511434592307,0.002,36.85690689086914,0.979308545589447
303,0.0002035411453107372,0.002,36.94166564941406,0.9795102477073669
304,0.00019990321015939116,0.002,36.98884582519531,0.9795901775360107
305,0.0001966849813470617,0.002,37.058349609375,0.9798922538757324
306,0.00019920375780202448,0.002,37.01519775390625,0.9800871014595032
307,0.00019356053962837905,0.002,37.1347770690918,0.980169951915741
308,0.0001930892321979627,0.002,37.155338287353516,0.9802703857421875
309,0.0001943376992130652,0.002,37.117740631103516,0.9801972508430481
310,0.00018914282554760575,0.002,37.23630905151367,0.9804326891899109
311,0.0001913759479066357,0.002,37.189815521240234,0.9803898930549622
312,0.0001875834568636492,0.002,37.26844024658203,0.9807090759277344
313,0.0001834855938795954,0.002,37.352691650390625,0.9807655811309814
314,0.0001829570537665859,0.002,37.37882995605469,0.9808817505836487
315,0.0001813994167605415,0.002,37.408939361572266,0.9809519648551941
316,0.00017904079868458211,0.002,37.47111892700195,0.9811673164367676
317,0.00017828542331699282,0.002,37.47200012207031,0.9811928868293762
318,0.00017695041606202722,0.002,37.51359176635742,0.9814135432243347
319,0.00017376818868797272,0.002,37.60404586791992,0.9816110134124756
320,0.00017123458383139223,0.002,37.66194534301758,0.9818463921546936
321,0.00017053184274118394,0.002,37.68282699584961,0.9818465113639832
322,0.00017276716243941337,0.002,37.61865997314453,0.9818651676177979
323,0.00017385007231496274,0.002,37.61442947387695,0.9819705486297607
324,0.00017379278142470866,0.002,37.60731887817383,0.982052743434906
325,0.0001679432753007859,0.002,37.7496223449707,0.9822648167610168
326,0.00017030902381520718,0.002,37.68446731567383,0.9818515181541443
327,0.0001649835321586579,0.002,37.82131576538086,0.9823489785194397
328,0.00016418477753177285,0.002,37.85067367553711,0.982513964176178
329,0.0001626008452149108,0.002,37.892887115478516,0.9825596213340759
330,0.00016038479225244373,0.002,37.94123840332031,0.9826671481132507
331,0.00016080851492006332,0.002,37.93532943725586,0.9827415943145752
332,0.00016184811829589307,0.002,37.90473556518555,0.9827439188957214
333,0.00016791826055850834,0.002,37.75486373901367,0.9824059009552002
334,0.00016829915693961084,0.002,37.7352294921875,0.982581615447998
335,0.00016295979730784893,0.002,37.88747024536133,0.9827877879142761
336,0.00015703444660175592,0.002,38.04637908935547,0.9830589890480042
337,0.00015604225336574018,0.002,38.07596206665039,0.9832051396369934
338,0.00015582084597554058,0.002,38.06863021850586,0.9830872416496277
339,0.0001541689707664773,0.002,38.11393737792969,0.9833833575248718
340,0.00015651223657187074,0.002,38.04462432861328,0.9831954836845398
341,0.00015727919526398182,0.002,38.036834716796875,0.9832499623298645
342,0.0001530554873170331,0.002,38.15419006347656,0.9835569262504578
343,0.00015064183389768004,0.002,38.2215576171875,0.983623743057251
344,0.0001529914152342826,0.002,38.16344451904297,0.983642041683197
345,0.0001507139386376366,0.002,38.22636032104492,0.9838852882385254
346,0.0001454055163776502,0.002,38.3720588684082,0.9840648174285889
347,0.00014387036208063364,0.002,38.42326354980469,0.984281063079834
348,0.00014330842532217503,0.002,38.43111038208008,0.9843290448188782
349,0.00013915238378103822,0.002,38.5656852722168,0.9845349788665771
350,0.00013793275866191834,0.002,38.61204528808594,0.9846081733703613
351,0.00013697250687982887,0.002,38.63487243652344,0.9846981167793274
352,0.00013507739640772343,0.002,38.689571380615234,0.9848254323005676
353,0.00013520849461201578,0.002,38.69157791137695,0.9849006533622742
354,0.0001334358676103875,0.002,38.74476623535156,0.9850106239318848
355,0.00013301573926582932,0.002,38.748046875,0.9850004315376282
356,0.00013720901915803552,0.002,38.620906829833984,0.9846225380897522
357,0.00013624504208564758,0.002,38.64710998535156,0.9847696423530579
358,0.00013985564874019474,0.002,38.53720474243164,0.9848973155021667
359,0.00015522900503128767,0.002,38.08635330200195,0.9845026135444641
360,0.0001467789988964796,0.002,38.337345123291016,0.9847370982170105
361,0.00015306685236282647,0.002,38.16415023803711,0.9846045970916748
362,0.00014442265091929585,0.002,38.40158462524414,0.9845138192176819
363,0.00014549383195117116,0.002,38.38822937011719,0.9847434163093567
364,0.00013877241872251034,0.002,38.566593170166016,0.984954833984375
365,0.00014393737365026027,0.002,38.45939254760742,0.984807550907135
366,0.00013721614959649742,0.002,38.61384963989258,0.9850557446479797
367,0.00013481901260092854,0.002,38.71303176879883,0.9853181838989258
368,0.00013198351371102035,0.002,38.823299407958984,0.9854835867881775
369,0.00012913504906464368,0.002,38.892295837402344,0.9855601787567139
370,0.0001263342855963856,0.002,38.99677276611328,0.9858652949333191
371,0.0001253265218110755,0.002,39.02628707885742,0.9858777523040771
372,0.00012190214329166338,0.002,39.142181396484375,0.9862015843391418
373,0.00012142382911406457,0.002,39.14811325073242,0.9861586689949036
374,0.00011982550495304167,0.002,39.211483001708984,0.9862954020500183
375,0.00011822681699413806,0.002,39.29038619995117,0.9865301251411438
376,0.00011620712029980496,0.002,39.33759307861328,0.9865263104438782
377,0.0001200622646138072,0.002,39.21624755859375,0.9862170815467834
378,0.00011923233250854537,0.002,39.234806060791016,0.9863365292549133
379,0.00011663028271868825,0.002,39.333499908447266,0.9866076111793518
380,0.00011683106276905164,0.002,39.322845458984375,0.9865821003913879
381,0.00011499405081849545,0.002,39.38804626464844,0.986724317073822
382,0.00011383104720152915,0.002,39.44563674926758,0.9869000315666199
383,0.00011211064702365547,0.002,39.49576187133789,0.9869320392608643
384,0.00011326520325383171,0.002,39.45561599731445,0.986896812915802
385,0.00011125246237497777,0.002,39.539337158203125,0.9870594143867493
386,0.00010973760799970478,0.002,39.60639953613281,0.9872407913208008
387,0.00011156824621139094,0.002,39.51515197753906,0.9871261119842529
388,0.00011227311188122258,0.002,39.48056411743164,0.986947774887085
389,0.00011629283108050004,0.002,39.35255813598633,0.986755907535553
390,0.00011554047523532063,0.002,39.3884391784668,0.9869475960731506
391,0.00011576776159927249,0.002,39.370548248291016,0.9869493842124939
392,0.00011523658031364903,0.002,39.37897872924805,0.9869561195373535
393,0.00011422701209085062,0.002,39.41447830200195,0.9870408177375793
394,0.0001109014920075424,0.002,39.54969787597656,0.9873000979423523
395,0.00011020940291928127,0.002,39.589717864990234,0.9873796105384827
396,0.00010915833991020918,0.002,39.615230560302734,0.9874169826507568
397,0.00010718876001192257,0.002,39.69685745239258,0.9875586628913879
398,0.00010608434968162328,0.002,39.7416877746582,0.9877368807792664
399,0.00010843437485164031,0.002,39.64567184448242,0.9876051545143127
400,0.0001097072017728351,0.002,39.58860778808594,0.9875432848930359
401,0.00011127931793453172,0.002,39.53768539428711,0.9875583648681641
402,0.000113251808215864,0.002,39.45878982543945,0.9872960448265076
403,0.00010592534090392292,0.002,39.762908935546875,0.9878261685371399
404,0.00011290664406260476,0.002,39.474124908447266,0.9874976277351379
405,0.00010682109859772027,0.002,39.70973587036133,0.9877716898918152
406,0.00010862687486223876,0.002,39.65041732788086,0.9876868724822998
407,0.00010666043090168387,0.002,39.724979400634766,0.9876899719238281
408,0.00010516850306885317,0.002,39.782203674316406,0.9878069758415222
409,0.00010859258327400312,0.002,39.62704849243164,0.9874795079231262
410,0.00011309430556138977,0.002,39.453731536865234,0.9871546626091003
411,0.00011005649867001921,0.002,39.61201858520508,0.9875941276550293
412,0.00011153813102282584,0.002,39.52055358886719,0.987475574016571
413,0.00010557242057984695,0.002,39.76801300048828,0.9879846572875977
414,0.00010428616951685399,0.002,39.81062316894531,0.9879980087280273
415,0.0001026407117024064,0.002,39.88201904296875,0.988085925579071
416,0.00010247135651297867,0.002,39.89872360229492,0.9882119297981262
417,9.915290866047144e-05,0.002,40.02830123901367,0.9883596301078796
418,9.763341950019822e-05,0.002,40.09422302246094,0.988511323928833
419,9.814235818339512e-05,0.002,40.076847076416016,0.9884586930274963
420,9.59716344368644e-05,0.002,40.176849365234375,0.9887077212333679
421,9.514208068139851e-05,0.002,40.21079635620117,0.9887229800224304
422,9.6010000561364e-05,0.002,40.18307113647461,0.9886862635612488
423,9.337562369182706e-05,0.002,40.29910659790039,0.9888653755187988
424,9.255902841687202e-05,0.002,40.33073043823242,0.9889607429504395
